Data;Medo;Alegria;Tristeza;Confianca;Raiva;Antecipacao;Desgosto;Surpresa;Polaridade
17/06/2021;0.4;0;0.2;0;0.2;0;0.2;0;33.33333333
18/06/2021;0.33333333;0;0.33333333;0.08330833;0;0.08330833;0.16671667;0;55.55407387
19/06/2021;0.25;0;0.5;0;0.25;0;0;0;66.66666667
20/06/2021;0.25;0;0.125;0.25;0;0.25;0;0.125;60
21/06/2021;0;0;0;0.5;0;0.5;0;0;100
22/06/2021;0.4286;0;0.2857;0.2857;0;0;0;0;57.14
23/06/2021;0.11111111;0.11111111;0.22222222;0;0.11111111;0.22222222;0.11111111;0.11111111;50
25/06/2021;0.2857;0.0714;0.1429;0.1429;0.1429;0.0714;0.0714;0.0714;44.45481412
27/06/2021;0.4;0;0.2;0.2;0;0.2;0;0;50
28/06/2021;0.23082308;0.07690769;0.38463846;0.15381538;0;0.07690769;0.07690769;0;63.63314029
30/06/2021;0.4;0;0.4;0;0.1;0;0;0.1;50
01/07/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
02/07/2021;0.11111111;0.18521852;0.22222222;0.22222222;0;0.11111111;0.11111111;0.0370037;59.99729986
04/07/2021;0.1875;0.0625;0.25;0.1875;0.0625;0.0625;0.125;0.0625;63.63636363
06/07/2021;0.1842;0.0789;0.2105;0.1842;0.1053;0.1053;0.1053;0.0263;60.00304044
07/07/2021;0;0;0;0.6667;0;0;0.3333;0;100
08/07/2021;0.16668333;0;0;0.33326667;0.16668333;0.16668333;0;0.16668333;66.66
09/07/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
10/07/2021;0.16665;0.16665;0.16665;0.16665;0.05558333;0.05558333;0.16665;0.05558333;50
11/07/2021;0;0.2;0.4;0.2;0;0.2;0;0;75
12/07/2021;0;0;0;0;0;0;0.5;0.5;NAN
13/07/2021;0.08330833;0;0.16671667;0.250025;0.08330833;0.08330833;0.250025;0.08330833;83.34
14/07/2021;0.11761176;0.05880588;0.17651765;0.29412941;0;0.17651765;0.05880588;0.11761176;72.73570324
15/07/2021;0;0.2;0;0.2;0.2;0.2;0;0.2;50
17/07/2021;0.33333333;0;0.33333333;0;0;0.33333333;0;0;50
19/07/2021;0.2;0;0.2;0;0.2;0;0.2;0.2;50
21/07/2021;0.25;0;0.375;0.0625;0.0625;0.0625;0.1875;0;63.63636364
22/07/2021;0.10341034;0.12071207;0.12071207;0.32763276;0.05170517;0.12071207;0.10341034;0.05170517;66.67162404
26/07/2021;0.3704;0.037;0.1852;0.2593;0.037;0.037;0.0741;0;52.17748562
27/07/2021;0.1875;0.1875;0.0625;0.3125;0.0625;0.125;0;0.0625;50
28/07/2021;0.19998;0.06669333;0.19998;0.19998;0.19998;0;0.06669333;0.06669333;59.99700014
30/07/2021;0.2;0.1;0.3;0;0.1;0.3;0;0;50
03/08/2021;0.1667;0;0.5;0.3333;0;0;0;0;83.33
04/08/2021;0.1667;0;0.3333;0.1667;0.1667;0.0833;0.0833;0;74.99625018
07/08/2021;0;0;0;0.75;0;0.25;0;0;100
09/08/2021;0.1667;0;0.5;0;0;0.3333;0;0;74.99625019
10/08/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
