Data;Medo;Alegria;Tristeza;Confianca;Raiva;Antecipacao;Desgosto;Surpresa;Polaridade
05/05/2021;0.07140714;0.07140714;0.42864286;0.28572857;0;0.07140714;0.07140714;0;83.33916696
06/05/2021;0.125;0;0.125;0.5;0.125;0;0.0625;0.0625;83.33333334
07/05/2021;0.4;0;0.2;0.4;0;0;0;0;60
08/05/2021;0;0.2;0.2;0.4;0;0.2;0;0;75
11/05/2021;0.33326667;0;0.16668333;0.16668333;0.16668333;0;0.16668333;0;50.00749962
13/05/2021;0.125;0.125;0.125;0.5;0;0.125;0;0;71.42857143
15/05/2021;0.25;0;0.25;0;0.25;0;0.25;0;50
16/05/2021;0;0.2;0.4;0.2;0;0.2;0;0;75
18/05/2021;0.2;0;0;0.4;0.2;0;0.2;0;66.66666667
21/05/2021;0.0625;0.0625;0.125;0.125;0.1875;0.125;0.25;0.0625;66.66666666
22/05/2021;0.25;0;0.25;0;0.25;0;0.25;0;50
24/05/2021;0.16668333;0;0.23807619;0.14288571;0.09519048;0.16668333;0.14288571;0.04759524;69.56362973
26/05/2021;0.3;0.2;0.1;0.3;0;0.1;0;0;44.44444444
27/05/2021;0.0385;0.1923;0.1538;0.2308;0.0769;0.1923;0.0385;0.0769;62.4959376
28/05/2021;0.0714;0.0714;0.1429;0.1429;0.2143;0.0714;0.0714;0.2143;66.68222118
29/05/2021;0.1471;0.1176;0.2647;0.1765;0.1176;0.1471;0.0294;0;62.50177079
30/05/2021;0.25;0;0.25;0;0.25;0;0.25;0;50
31/05/2021;0.08;0.08;0.2;0.24;0.08;0.12;0.16;0.04;73.33333333
01/06/2021;0.1875;0.125;0.25;0.25;0;0.0625;0.0625;0.0625;61.53846154
03/06/2021;0.3;0;0.5;0.1;0;0;0.1;0;66.66666667
04/06/2021;0.1;0.1;0.1;0.2;0;0.1;0.2;0.2;60
05/06/2021;0.28564287;0;0.14287143;0.14287143;0.14287143;0;0.14287143;0.14287143;50.00874978
06/06/2021;0;0;0;0.5;0;0;0.5;0;100
07/06/2021;0.25;0;0.25;0;0.125;0.125;0.125;0.125;50
08/06/2021;0.2;0;0.2;0.2;0.2;0;0.2;0;66.66666666
09/06/2021;0.2857;0;0.2143;0;0.2143;0.0714;0.2143;0;42.86
10/06/2021;0.19048095;0.04759524;0.09519048;0.19048095;0.14288571;0.14288571;0.14288571;0.04759524;54.54371898
11/06/2021;0.2857;0;0;0.2857;0.2857;0;0.1429;0;50
12/06/2021;0.15;0.1;0.1;0.2;0.15;0.1;0.1;0.1;54.54545454
13/06/2021;0.21432143;0.04760476;0.23812381;0.21432143;0.09520952;0.07140714;0.07140714;0.04760476;63.3347333
14/06/2021;0.1333;0.2;0.1667;0.1;0.1;0.1667;0.0333;0.1;44.45
15/06/2021;0.21737826;0.04349565;0.21737826;0.0869913;0.17388261;0.0869913;0.13038696;0.04349565;53.8475146
16/06/2021;0.125;0;0.25;0.25;0.125;0.25;0;0;80
17/06/2021;0.22222222;0;0.22222222;0.11111111;0.22222222;0.11111111;0.11111111;0;60
18/06/2021;0;0;0.6667;0;0;0.3333;0;0;100
19/06/2021;0.125;0.125;0;0.25;0.25;0.125;0;0.125;50
21/06/2021;0.16668333;0;0.16668333;0.49995;0;0;0.16668333;0;79.99760019
23/06/2021;0.0556;0.1111;0.1111;0.2222;0.1667;0.1111;0;0.2222;66.66
27/06/2021;0.15381538;0;0.38463846;0.30773077;0.07690769;0;0.07690769;0;81.82247961
29/06/2021;0;0;0.1667;0.3333;0.1667;0;0.3333;0;100
30/06/2021;0.25;0;0;0.25;0;0;0.5;0;50
01/07/2021;0.19998;0.06669333;0.06669333;0.26667333;0.13328667;0.06669333;0.13328667;0.06669333;55.5574071
02/07/2021;0.2;0;0.2;0.2;0.2;0.0667;0.1333;0;66.66666666
04/07/2021;0;0;0;0.6667;0;0;0.3333;0;100
05/07/2021;0.25;0;0.5;0.25;0;0;0;0;75
06/07/2021;0.13331333;0.13331333;0.06670667;0.13331333;0.20002;0.13331333;0.20002;0;42.86326618
07/07/2021;0.125;0;0.125;0.625;0;0;0.125;0;85.71428572
11/07/2021;0;0.125;0.375;0.125;0.125;0.125;0;0.125;80
14/07/2021;0.2727;0.0455;0;0.4091;0.0909;0.0909;0.0909;0;56.24914066
16/07/2021;0.2;0.05;0.25;0.1;0.2;0.1;0.05;0.05;58.33333334
17/07/2021;0.375;0;0.25;0.125;0;0.125;0;0.125;50
18/07/2021;0.16671667;0.08330833;0.16671667;0.20832083;0.1250125;0.08330833;0.08330833;0.08330833;60
20/07/2021;0;0.17856429;0.17856429;0.17856429;0.14287143;0.17856429;0;0.14287143;66.66666666
21/07/2021;0.1892;0.0811;0.1351;0.1622;0.2162;0.1351;0.0541;0.027;52.37843552
22/07/2021;0.17388261;0.13038696;0.17388261;0.26087391;0.04349565;0.0869913;0.04349565;0.0869913;58.82830469
23/07/2021;0.06670667;0.13331333;0.13331333;0.33333333;0;0.13331333;0.06670667;0.13331333;69.9969997
24/07/2021;0.18181818;0;0.18181818;0.27272727;0.27272727;0;0;0.09090909;71.42857143
26/07/2021;0;0.25;0.125;0.125;0;0.25;0;0.25;50
27/07/2021;0.5;0;0;0.5;0;0;0;0;50
28/07/2021;0.11107778;0.16666667;0.11107778;0.27774445;0.05558888;0.16666667;0.05558888;0.05558888;58.33208314
29/07/2021;0.07140714;0.07140714;0.14291429;0.28572857;0;0.07140714;0.35713571;0;75.00875044
30/07/2021;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN
03/08/2021;0.1667;0.1111;0.1111;0.1667;0.1111;0.2222;0;0.1111;50
04/08/2021;0.25;0;0;0.5;0.25;0;0;0;66.66666667
05/08/2021;0.375;0;0.25;0.125;0.25;0;0;0;50
06/08/2021;0.2857;0.0714;0.2857;0.2143;0.1429;0;0;0;58.33625014
07/08/2021;0.0256;0.3077;0;0.2564;0;0.3077;0.1026;0;43.47973546
08/08/2021;0.0476;0.1667;0.2381;0.1667;0.0714;0.1667;0.0476;0.0952;65.38523663
10/08/2021;0.18181818;0;0.09090909;0.27272727;0.27272727;0;0.09090909;0.09090909;66.66666667
11/08/2021;0.0667;0.1333;0.2667;0.1333;0.2;0.1333;0;0.0667;66.66666667
